id_l,id_r
1229,48539
1229,46668
1229,13602
1326,50780
1326,41927
1326,38400
1450,28828
1450,20397
1450,24207
1450,25936
888,23100
888,17163
824,66724
703,14860
288,66517
288,56122
714,44005
714,33864
714,54637
516,63882
843,64295
843,5294
843,8984
843,31108
843,58306
843,14757
843,40756
1724,58740
1724,37046
1724,18827
1724,44304
574,37345
1210,36999
602,44395
602,48069
602,39709
1508,27494
1508,30530
1508,33529
1135,35366
1135,31499
424,7797
854,51642
854,64829
854,61628
547,40604
1271,31902
1488,40173
1488,4079
1488,22414
1488,22628
1488,63677
1488,13375
768,29052
1719,31861
1719,35938
1719,4266
1719,14398
1719,16837
1719,24925
1719,38587
1719,21007
1459,50166
1459,19302
1459,21032
1459,35055
851,42265
851,45495
851,40990
851,35814
851,42882
851,66850
390,49894
390,41546
390,18043
390,36906
390,48806
677,53529
1256,4113
1256,47622
1256,54246
1256,56954
1162,44198
1162,23637
1162,57788
1162,65425
1162,60478
1162,17329
1162,53783
1167,28385
1167,29687
1225,14793
382,65801
1463,64687
1463,46553
1463,43507
1463,21870
1395,35677
1395,24394
1395,35063
1749,55884
1749,11948
1749,22491
1749,2857
1676,19637
1767,27018
1512,40848
1791,29993
1791,50460
787,51899
591,59741
465,5134
465,8784
303,30629
303,19707
303,31276
303,26230
582,15913
1319,44196
1319,56930
1319,52584
961,63490
319,22592
1808,56013
1618,18875
1618,4431
1618,32818
1189,43448
1739,39254
196,58288
529,12257
529,25280
529,17125
612,12529
612,4424
512,13638
512,14689
512,25404
512,18821
1544,16077
1544,4931
932,58460
300,53381
300,30937
300,44049
300,49221
216,64194
650,5116
650,65867
690,28655
690,25851
313,60127
313,40686
429,27921
429,47809
429,52015
1150,61931
1653,13672
1067,59892
1067,36011
1067,7354
1067,38887
1067,22621
1067,36288
1067,16302
1067,12758
1067,3875
1067,17703
1067,19811
1067,29836
1763,59111
730,29619
515,60245
515,64088
1852,43410
1852,7219
1852,9007
1852,31474
1852,60265
1486,58320
1486,7219
1486,45849
1486,51541
1486,50439
1486,62769
1486,43504
480,45446
480,50557
480,46811
1105,25485
1527,30468
1305,45961
1305,30187
1033,23912
1033,21001
686,9674
686,45098
686,55559
1680,45365
1680,33754
1073,50459
1605,8831
372,4047
372,9717
1638,30739
1071,13075
1071,3172
1071,16701
1793,40965
638,34063
638,37497
638,43937
638,48751
209,7633
209,36302
1655,13766
1543,5838
1543,36381
1543,10077
1543,43642
1543,27771
1543,36660
1543,19200
1543,42469
1543,37564
1543,18838
1543,17126
1543,13762
1543,23810
1714,7070
1714,3415
1714,64491
1714,26746
1714,35481
1714,26252
1714,3200
1714,40728
1714,61505
857,63708
857,62581
857,29572
1200,39546
1588,53394
1588,12063
1588,43461
1588,7297
925,42423
925,26214
1795,49735
1375,60388
1375,3179
1375,60290
1090,52560
1090,9902
1090,9406
1090,46731
1090,55574
1090,36246
1090,34509
1090,15327
1090,53928
617,62953
1501,42447
1501,24332
1501,61866
1501,43350
1801,23967
581,30435
992,12790
992,3909
797,53122
797,48524
797,8653
797,9752
797,5736
1410,36313
1410,37596
1410,19942
1410,40531
1410,54605
1410,49880
1410,48807
1106,7643
1106,2654
1612,59572
1612,51888
1475,12131
1475,9823
521,8788
521,17229
521,28341
521,25209
521,12328
1643,19989
1437,58069
1437,4402
1437,11065
1484,33884
1484,63867
1484,59748
476,56745
875,52892
875,56868
830,52150
830,48669
1789,61112
688,24430
1469,9067
1469,66493
352,19639
510,49520
1590,46793
1590,39780
1590,45796
1590,6942
549,12158
549,17942
589,13677
589,37451
589,20876
589,54167
863,12710
863,9666
1519,54464
1519,52138
1519,49682
1075,58345
1665,59759
1665,49495
1665,52467
1336,44142
1336,17152
1336,39702
957,31689
750,17350
750,19033
750,23567
1365,56642
1365,56515
1365,52519
1407,40388
1407,46593
1407,26625
1649,66563
1649,44900
721,62441
721,65516
1179,42686
1179,50807
1179,28518
1179,39609
1179,35449
1696,61444
1696,49200
1696,3955
1696,29106
1696,14725
1696,7959
1696,62189
803,19798
803,26531
531,6373
531,8948
1367,59773
1367,15658
1367,7687
671,66761
637,20524
1168,20034
1168,20472
1431,39321
1431,25863
1634,40509
1634,66633
835,49554
663,34460
663,34588
1810,49551
1810,38187
1810,50350
332,58711
1503,65293
1379,25736
1379,36062
1287,28629
1287,34592
1287,19642
1287,54067
1287,22831
1287,49073
1287,52768
1287,10326
1744,20582
1744,34301
1744,4016
1744,25149
1744,26096
1744,5706
1744,32677
1744,56878
1744,21494
1744,13393
1409,27214
1409,4756
1409,45072
1409,50238
1409,41015
1409,13800
1409,30350
1409,27243
1409,66270
1409,56791
1409,16662
1409,59377
1409,25530
1409,19568
1409,54462
1409,22285
1409,50397
1761,13044
1761,27129
1761,20621
409,12611
685,52169
685,44841
976,49630
1233,25782
1615,5878
1615,42048
1615,10091
1615,41561
1682,45754
1843,7189
1153,18066
392,32309
392,33644
392,42695
532,56452
1133,17216
1133,35998
1133,22332
1133,27152
1133,29917
1133,16586
1133,44790
1133,63460
1133,19433
1133,58856
1133,37597
1133,6980
1133,18399
1133,3049
1133,11918
1133,55811
1133,60916
735,56845
735,29238
735,33387
735,25165
776,18784
776,16319
260,45195
1401,44368
1401,40260
275,8097
1537,52974
1537,44311
1537,64205
1537,65456
360,37840
360,12860
360,21210
657,37838
657,46989
657,60445
994,53035
994,26652
994,38642
386,61957
386,63727
1693,35164
1386,32085
1386,36284
1386,35313
1386,50044
1386,30011
1386,59303
1386,62455
1386,54031
1386,43293
1084,46322
1443,45875
1443,12437
1831,6760
1831,61418
1831,49367
1446,65199
1288,9665
1288,17596
1288,48259
1323,66295
1323,30032
1323,6955
1323,18230
625,54841
625,54223
625,35146
610,34005
810,45472
810,47928
810,16736
810,33916
810,36217
810,15286
810,64953
810,33952
810,39683
810,15669
810,61655
810,55916
810,45942
471,35113
471,56502
1532,28653
1532,13852
1532,24165
1532,23882
1532,35533
1532,4562
1532,48073
1532,61641
1532,37711
1532,25069
1532,25842
1532,9310
1532,14838
1532,16793
1532,66230
380,41151
866,64245
1784,3453
1784,10090
791,12090
791,45538
791,9396
791,5175
791,9809
1283,51163
1283,57303
1283,28886
1283,32673
1283,59899
1511,13232
1511,33358
1511,22741
1511,5437
1511,56100
463,10225
615,40022
615,48011
615,44415
1599,26446
1599,14519
1599,22411
1599,19577
1599,9869
1011,44450
1011,56056
1413,37401
1413,59875
985,24025
985,24158
985,19347
457,54650
457,6604
457,59355
1156,18534
1156,6441
1302,38958
1302,17549
1302,8745
1302,13250
1302,51600
1302,46682
1302,4617
1564,63532
1551,41101
723,52638
1768,26641
1768,22487
817,32772
904,34908
904,36325
1710,48757
1710,65916
1448,37996
1448,46242
1435,19570
1435,24147
1435,28754
1435,29331
1829,46678
215,17132
1581,30718
1704,30676
1704,25438
1704,11687
1704,4601
1704,22527
1704,28579
1704,42985
1704,57143
1704,22548
1704,22903
1704,60920
1704,16609
1704,12512
1704,40617
1704,27058
1704,20859
1750,16962
1345,36253
1345,48643
1345,59429
1345,49541
1345,44376
1548,32767
1548,45143
1548,34909
727,40889
948,17115
948,23747
948,48656
948,22259
923,31542
923,35100
1563,60772
1182,13958
1182,42313
1182,35206
1182,33004
1733,61077
607,31568
885,54477
1013,61445
1021,48277
1021,30199
1021,52774
287,9150
287,60933
287,23258
287,3149
1314,66197
1314,63217
1314,35387
1314,44420
952,21572
1035,14601
828,41018
828,45209
820,12192
272,16504
1709,29876
1206,58000
1206,47369
725,47766
725,15337
550,51767
1143,40615
1143,64697
1143,53290
400,9644
400,13777
699,53642
378,36330
1138,17978
1138,10104
1138,5993
1138,61974
552,6164
1086,54416
1086,51912
472,42616
472,41010
1397,26178
1397,15778
1397,20164
1397,66047
1397,63600
388,57024
388,31521
1441,37945
1441,65497
930,50117
1695,31515
1695,40411
356,64370
356,53405
356,47899
356,5811
1258,63621
1258,62541
1786,7144
1267,19059
1267,66630
1267,10059
732,25332
732,18978
732,16428
732,19683
732,13559
1230,11295
1230,20569
1230,28512
1230,38830
1230,40062
620,46417
620,43838
1819,55889
343,35701
674,36577
1568,8299
1240,37119
1240,53912
1240,50713
1240,54009
1191,29641
1191,34272
1331,31946
1331,64474
1331,24522
1331,26122
1331,18255
858,35655
858,40730
412,3459
1136,10112
1136,39136
943,18946
943,57495
943,66298
943,4373
943,18776
411,63412
1293,63287
1293,60480
1293,52723
1317,7305
1317,4512
337,35085
337,26223
743,53521
986,3523
1471,63985
1716,65406
1716,58455
1716,56546
1716,6726
1845,3291
1822,19630
759,10547
1063,65820
1373,11761
1373,14244
1373,7720
841,23055
1227,26813
635,61303
635,12431
1116,62734
813,56107
813,59403
813,64875
1009,57439
1009,40450
1009,60733
1009,36013
257,6352
257,3856
257,9633
446,40238
446,43947
683,64560
646,41095
646,46446
659,22133
437,56079
437,60842
437,53416
1175,60649
1175,14520
1269,26623
1821,26894
1821,35393
693,40725
1004,4608
839,9997
609,16993
609,24343
609,13486
1444,15101
895,33795
895,47788
895,53011
1650,30742
910,4164
1465,44695
1465,54677
1465,46199
314,40050
1691,23544
1389,32050
1389,20328
860,49863
860,19785
860,28452
860,32230
523,5036
1193,15048
1520,20875
1520,27390
832,57324
832,59927
832,50563
832,5866
832,45423
832,19580
832,44990
832,38311
832,25522
832,61649
832,64700
442,32735
442,29071
973,54367
973,55870
800,8313
1198,54291
1198,47786
1198,56331
1040,45842
1040,50984
1040,41958
1332,18729
1332,2717
1332,29419
1332,5445
1321,16244
1321,18729
1321,2717
1321,29419
1321,11114
1209,44410
1209,61150
1209,49047
1209,57123
1209,52963
1209,39775
1343,64586
756,15400
310,23898
1016,10936
1102,6725
1102,11790
1102,2795
1772,48679
1772,60770
1528,30102
1528,26032
1559,47877
385,29365
563,51045
578,56761
367,23938
467,60055
399,27688
399,33544
399,44962
399,45734
399,57079
399,47670
399,14409
399,12155
626,28375
1294,7900
1294,4934
1294,8199
285,59142
963,31176
963,9118
963,62324
963,35540
1000,17392
1000,22435
1000,59582
1000,26436
1059,39900
564,12295
564,8767
1742,23661
1671,22504
1172,55291
1657,4792
938,22298
1514,37740
1514,26308
1780,43147
1264,2909
1264,10669
1264,6521
1804,38902
377,56441
377,35167
377,29903
377,24960
912,12266
649,58799
1165,38019
1165,50981
1165,13597
1165,47493
1165,52473
223,35323
223,58384
368,44936
1846,12983
668,58962
1414,55248
1414,46116
1414,59707
697,48622
586,24984
586,23729
586,30462
1734,62540
1734,16732
1734,10613
1734,5893
1497,5946
1497,48911
1497,25919
1497,24137
1497,66238
1497,11490
1497,20108
1497,19547
990,30791
1701,35914
1576,26540
1576,24078
799,32715
497,20736
1627,8084
1507,55169
1404,64249
1404,57984
1404,65169
1404,51238
1746,44001
1301,59856
1301,45740
1301,60243
1261,39561
1261,28107
1261,31874
1060,57590
1060,43327
1060,52053
1115,9026
604,12095
1148,11696
1148,15715
967,5498
1120,3658
1120,33341
1120,7698
1120,16711
1120,59683
1120,53192
1120,17966
1120,59539
1120,11420
1120,5243
1120,39505
1120,64484
1274,50420
766,8897
766,4771
1455,9764
1455,57964
1455,50677
1455,22154
728,36838
865,20109
1660,13854
1720,34243
1720,26786
1356,40173
1356,4079
1356,22414
1356,22628
1356,63677
1356,13375
770,11341
770,13555
770,45504
1027,29519
1027,6405
1574,13382
290,32893
290,6936
397,4905
1196,23572
633,56916
1298,5743
1298,9216
1298,28110
1298,49387
1298,15204
1298,3078
1298,63908
1298,60276
1298,21757
1298,10834
1298,20225
440,49249
871,18955
807,40147
807,66567
1354,9569
989,54878
334,19877
755,27097
755,19636
1774,40000
316,8218
316,17664
1587,54142
1587,55659
1154,21140
526,35204
1064,41490
1064,27999
1064,35687
422,23687
1541,28600
1541,37777
1541,62512
1541,55816
1541,22319
1541,51317
1541,32210
1541,21586
1223,16276
1223,11076
1530,16979
1530,14566
1530,20970
1530,35746
1530,24999
1335,48352
1335,16809
918,36958
363,44982
1645,15346
459,45491
1494,22572
1798,66614
540,10395
540,40570
893,32108
1524,34003
1524,65495
1524,28939
1524,45213
1524,52245
1524,30834
1524,56869
1524,41598
1524,42527
793,57186
556,32797
501,12116
1392,51408
1392,63921
1392,40420
1392,43978
1392,16111
1392,55319
1490,4764
1490,9084
370,47307
370,36736
1583,40776
1583,36132
1324,53921
1324,49487
1324,21622
1324,60364
1324,10273
1324,6088
1324,39158
1324,38725
1100,21520
1100,58094
1100,53124
1100,43723
1100,43114
1100,61509
1100,64845
1028,35604
1028,7691
869,8931
1279,61138
1279,23264
506,61932
535,40860
535,36522
535,44893
1593,32443
1593,47916
1593,60339
772,37433
772,41035
1535,59309
1535,33353
880,9114
1202,40035
1202,43081
1202,47426
487,13925
487,9780
1253,28126
1253,35159
308,19676
899,22795
899,48852
808,32990
403,5003
403,63937
595,41126
907,31454
837,64772
837,28179
837,23762
837,32168
837,19140
837,32284
764,55730
764,35105
819,40488
1504,62259
1480,46592
1480,26144
1480,50298
1480,13639
1480,37972
1480,42024
1243,63772
1584,23813
1584,4994
1584,38409
1584,48105
1584,26402
1584,49058
1584,42213
788,63533
788,22918
788,31395
788,17850
788,33061
927,16968
1043,36654
1483,10480
1483,62751
1483,66320
1483,4650
1483,15417
964,10133
576,5209
1812,59042
1812,58213
1812,54629
1812,54336
1812,46466
1812,60974
1812,45811
1855,59042
1855,58213
1855,54629
1855,54336
1855,46466
1855,60974
719,9492
719,66018
848,48710
846,8924
846,64806
846,38970
846,6837
846,6144
846,42505
846,56211
846,60268
846,45268
846,52837
846,40592
917,60919
917,8530
1180,3111
1180,61555
1180,10975
1180,13237
1180,7528
1180,33745
1180,21304
271,13384
630,33559
1160,32957
1160,33556
1427,54372
1427,66843
415,51956
1069,38145
1069,24761
1461,65600
1461,60456
1782,58409
1782,9974
1782,64541
1351,4662
1351,28492
1351,58520
654,8865
955,61099
955,9582
955,15153
955,23101
955,51165
955,4232
1403,25600
1403,21186
448,35185
448,30612
450,35185
450,30612
450,66624
1472,51846
296,36248
814,26445
814,22408
814,16397
1658,45174
1658,59475
1658,55245
1658,34018
1658,41569
1213,26244
1213,55316
1213,49762
1398,57409
1669,4212
665,61652
920,33664
920,36574
920,40577
1637,49071
1358,34126
1806,42005
266,29487
491,64654
491,41799
491,10612
491,6085
1607,60671
1607,66032
1607,19109
1607,24364
598,63611
644,34413
644,27570
1249,10995
1572,30448
1438,32911
1438,46825
1438,35192
1438,13054
1438,8858
1438,4623
1438,63228
1438,66017
1438,14186
1438,23204
1438,17052
1438,14366
1438,66014
358,8164
321,11888
1097,16678
1097,43367
652,45589
652,17554
652,19041
1144,58719
1076,14500
307,5412
1727,42783
775,25264
775,55047
775,18579
775,28306
775,6633
775,49127
775,31912
775,32302
775,37513
775,41043
775,32837
555,15952
555,19795
555,37745
555,26556
1517,5314
536,28429
667,17231
667,35364
667,9010
667,64755
667,13819
525,50113
525,37473
559,37520
1689,12762
1687,17849
1024,53236
1024,33597
502,26185
502,37919
502,42419
502,16104
568,20941
1840,66411
1840,55719
1666,14808
1666,56671
1666,44691
1360,11655
1360,14144
1360,7009
1765,37025
1765,14042
1765,43387
1218,48350
979,9237
1306,35996
1214,34516
1214,11536
1214,4668
1214,24670
1214,15782
1797,65667
1797,28244
1797,23692
280,40656
1141,51340
1425,15471
1425,38981
1425,64978
1425,36599
1741,49408
453,21363
453,60000
1722,3219
1722,14942
946,34390
946,13390
1127,60880
1127,58847
508,21044
780,58791
1699,31117
1699,43011
1699,38540
1699,47619
199,49568
264,34671
264,11316
264,34388
264,41246
1370,62008
1370,51749
827,22215
827,17892
478,59310
478,56562
498,60335
498,18860
1685,54930
1685,60105
1685,9482
782,52757
822,62547
484,64717
1112,35828
1111,32310
1111,20453
1779,39303
1779,15029
1603,32132
740,48429
1597,46328
1597,31896
259,59863
1347,46949
1347,40241
1560,57761
1560,58697
1560,30839
1560,40056
1560,61903
1560,40691
969,41916
969,30117
969,23896
969,31141
969,34284
1003,41365
1003,36104
748,39870
748,4654
707,13568
1313,44945
1313,66109
1313,53845
1313,47166
1313,47346
545,64947
908,16027
623,48227
623,53310
623,57620
623,11778
623,7163
928,64117
928,45205
928,66530
928,58139
928,49219
701,57752
701,33543
394,9079
1296,60570
784,7598
784,57589
784,53866
1217,7813
1217,57183
1217,2750
1217,61096
1217,59843
1217,28783
420,16945
420,19029
566,18373
1702,40152
1702,29889
1702,30112
713,4677
713,66004
1419,45288
1419,35216
1419,43719
1419,34152
1419,40550
1419,59152
1419,3791
1419,65918
1419,41463
1419,15376
1419,15295
1419,34011
1419,31509
1419,21028
1419,41053
1419,28371
1419,35959
364,55655
1236,35895
1236,65984
1236,5018
1159,28474
1159,32595
1159,60471
1159,47444
1159,17327
1159,59631
1159,49763
1044,31227
518,61772
427,11049
1609,64808
1609,16505
1609,17600
1609,38473
1609,53165
1609,64927
1609,50247
1609,38274
1609,52028
1609,3976
375,13971
375,19842
375,16098
419,49106
1416,27162
1416,22465
445,21295
1626,31643
1626,22065
2063,24462
1529,25672
1529,33222
2038,45449
2175,11826
2175,65416
2175,52235
2175,12570
1556,30503
1556,35728
1556,17377
1556,48630
1091,63861
1091,60299
1220,53463
1796,57063
1796,22950
1796,53281
1796,40789
1796,30942
1796,38572
1458,48335
1318,21235
1318,25432
1318,29007
2161,33547
1066,14003
2604,47787
2604,8001
2604,51250
2604,25325
2604,28419
2604,48503
2604,58075
2080,27997
2080,47544
2080,27123
2080,35605
2154,45109
1152,42602
1152,17977
1152,64500
1152,17023
1152,32802
1152,63585
1152,17696
1152,45352
1152,4669
1152,66825
2208,30786
2208,55485
2208,18964
2208,52114
2209,48383
1966,10342
1966,11121
1966,13381
1966,20421
1966,34850
1966,39778
1966,4151
1966,15668
99,62846
99,49050
99,57748
99,3705
99,65612
99,54085
99,43874
95,48533
95,29469
95,25206
95,10379
95,19922
95,19912
95,22858
95,26990
95,65705
95,53976
95,11465
95,5816
95,28584
95,10440
95,3655
95,16500
95,52925
95,11990
95,39260
95,29804
1025,14234
1025,43441
2166,28020
1029,43345
1029,35749
1029,30474
1029,35135
1516,9886
1516,63052
1094,25743
1094,37316
2149,52286
1718,11643
1683,28138
1683,19967
2008,16337
2008,12423
1190,31473
1190,43860
1190,56130
1190,61030
1234,15236
1234,20852
1648,37902
1648,50256
1648,44518
2072,36987
128,31720
128,39336
2178,23243
2,23788
1922,16217
1922,20626
1922,29259
187,21842
2240,25642
2240,41976
1226,5262
1226,9291
2014,65647
2014,56610
1079,19209
1596,53573
2020,7400
1140,13643
1140,48164
1140,66025
1747,24689
1747,15559
1747,5937
1747,16664
2037,33788
2037,40363
1766,6925
2200,38151
2200,49471
1694,38025
1694,46546
1694,50489
2593,15493
1857,35443
1857,29424
1857,10573
1857,20342
1857,39643
1857,36231
1857,22087
2036,64727
1378,33485
1510,35762
1545,66419
1181,13654
1865,22400
1865,14915
1865,44124
1865,54919
93,6238
93,9875
1973,66812
1973,5463
1973,41932
1973,58417
1973,17273
1973,63671
1973,14451
1973,10161
1973,21051
90,64787
90,45781
1155,12289
1959,31731
1959,38398
1536,44098
1542,10976
2051,50119
1625,43427
1625,31363
1705,47330
1705,36653
1038,45982
1038,58151
1038,55228
1232,45481
2026,59197
2026,65992
1925,54316
1764,39360
1764,43076
1764,48106
1982,45430
1982,12932
1982,60216
1982,20651
1982,9990
2131,19501
1322,9341
1322,30256
1322,34429
1322,5224
1832,41960
1832,36337
1832,38638
1832,37103
1832,34740
1832,8469
1832,36569
1832,19375
1832,28625
1832,60227
1832,14040
1832,45788
1832,50619
1139,18684
1139,10907
1139,22810
2572,41503
2572,36276
1688,66041
1688,27576
1688,12888
2040,27813
2040,9516
2040,32954
192,29214
182,63114
1310,64908
1310,52938
1310,61748
1721,21905
1721,20973
1721,19321
1513,6603
2600,6907
58,40528
58,42490
2239,66170
2239,57399
2239,55421
1942,34179
2022,20922
1289,40865
1586,43399
1586,51678
1586,41601
1586,64617
1586,60617
1061,59177
1061,46702
1449,50734
2174,17592
2207,42949
2207,58756
1876,29722
1876,37416
1876,33650
1876,30138
1809,3641
1809,45496
1126,59979
1126,54689
1526,54609
1526,49052
1526,56983
1526,43989
1759,6990
1759,62223
1272,42058
1630,36365
1794,58334
2053,5121
2206,40641
1277,6067
1295,53488
1260,17419
1580,58007
1893,39137
1893,36268
1893,39700
2243,21279
107,44257
107,31920
107,35805
107,5785
107,14865
107,22095
107,39654
159,31397
159,31674
1299,5618
2041,15925
1440,18983
1440,41674
75,20462
75,65417
75,28307
1065,24055
133,7716
41,4780
41,15601
1974,33045
1104,46857
2047,8138
1961,66133
1451,43700
1420,15525
1835,38953
1835,21332
1835,28673
1835,42233
1835,48595
1835,24423
1835,25825
2574,22442
1573,12011
1216,60200
1307,7412
1307,49126
1654,27611
1771,4136
1771,34479
1771,30007
1496,55173
2215,44583
2215,60187
2215,58482
2215,58643
2215,52754
2028,6866
2028,26041
1325,20969
1026,27332
1026,20985
1291,44876
1291,50805
1228,5850
1228,63398
120,20032
1940,21945
1372,25104
1372,40257
1372,62820
1372,60062
1478,65627
1478,4791
1478,8872
2186,17192
2186,13853
1132,50048
1493,38115
1493,37479
1908,35486
1908,14551
1908,27451
1908,64547
1908,22521
1908,19482
1908,18176
1192,31350
1192,63970
1192,58174
1192,53089
1391,42791
1391,13980
2191,11688
1748,59073
1748,35767
1748,46567
1320,17753
165,54776
165,48086
165,37655
2212,23633
2212,21508
2212,51437
2212,39010
2130,9264
1161,25055
1161,45574
1708,7208
1708,56624
1708,3256
1708,37219
1708,22533
1708,15723
2216,31434
2216,42796
1487,29180
1487,4458
1986,3080
1698,59213
1698,46835
1491,54765
1491,65528
2011,3273
11,49231
11,63346
1664,52319
1664,14201
1664,28687
1081,27885
1081,59192
227,61563
227,64992
227,54166
1826,21228
1826,31883
1826,55473
1826,13182
1826,52406
1396,3322
1396,17507
1898,23333
1898,35515
1522,7634
1522,64412
1522,3092
239,47668
1502,24720
1502,23285
2073,4124
2073,16972
1613,26307
